X,budget,company,country,director,genre,gross,name,rating,release_month,runtime,score,star,votes,writer,year,budget_missing,region,direc_freq,comp_freq,season,id,afinn_score,sentiment_best,writer_count,writer_popularity,director_count,director_popularity,star_count,star_popularity
3853,19000000,New Line Cinema,USA,Troy Miller,Comedy,26276465,Dumb and Dumberer: When Harry Met Lloyd,PG-13,6,85,3.4,Derek Richardson,32064,Peter Farrelly,2003,0,North America,1.0986122886681098,5.153291594497779,Summer,3853,-3,-3,4,4,2,2,1,1
3854,18000000,Twentieth Century Fox Film Corporation,USA,Shawn Levy,Comedy,56127162,Just Married,PG-13,1,95,5.4,Ashton Kutcher,60573,Sam Harper,2003,0,North America,2.4849066497880004,5.327876168789581,Winter,3854,0,0,3,4,11,5,9,4
3855,50000000,Touchstone Pictures,USA,David Dobkin,Action,60476872,Shanghai Knights,PG-13,2,114,6.2,Jackie Chan,87352,Alfred Gough,2003,0,North America,1.9459101490553132,4.882801922586371,Winter,3855,0,0,3,4,6,4,20,5
3856,45000000,Metro-Goldwyn-Mayer (MGM),USA,Charles Herman-Wurmfeld,Comedy,90186328,"Legally Blonde 2: Red, White & Blonde",PG-13,7,95,4.7,Reese Witherspoon,50536,Amanda Brown,2003,0,North America,1.0986122886681098,4.624972813284271,Summer,3856,1,1,2,3,2,2,15,4
3857,87000000,Universal Pictures,USA,Gary Ross,Drama,120277854,Seabiscuit,PG-13,7,140,7.3,Tobey Maguire,59979,Laura Hillenbrand,2003,0,North America,1.6094379124341003,5.713732805509369,Summer,3857,0,0,1,2,4,3,8,3
3858,20000000,Metro-Goldwyn-Mayer (MGM),USA,Boaz Yakin,Comedy,36922190,Uptown Girls,PG-13,8,92,6.1,Brittany Murphy,30845,Julia Dahl,2003,0,North America,1.791759469228055,4.624972813284271,Summer,3858,0,0,1,2,5,4,2,2
3859,30000000,Ren Film,Russia,Andrey Zvyagintsev,Drama,502028,The Return,UNRATED,6,105,8,Vladimir Garin,34054,Vladimir Moiseenko,2003,1,Eastern Europe,1.0986122886681098,0.6931471805599453,Summer,3859,0,0,1,2,2,2,1,1
3860,30000000,900 Films,USA,Casey La Scala,Adventure,5111630,Grind,PG-13,8,105,6,Adam Brody,10746,Ralph Sall,2003,1,North America,0.6931471805599453,0.6931471805599453,Summer,3860,0,0,1,2,1,1,2,2
3861,30000000,Asmik Ace Entertainment,USA,Jim Jarmusch,Comedy,1971135,Coffee and Cigarettes,R,6,95,7.1,Bill Murray,50777,Jim Jarmusch,2003,1,North America,2.3978952727983707,1.0986122886681098,Summer,3861,0,0,10,5,10,5,14,4
3862,500000,SenArt Films,USA,Tom McCarthy,Comedy,5739376,The Station Agent,R,12,89,7.7,Peter Dinklage,61005,Tom McCarthy,2003,0,North America,1.3862943611198906,0.6931471805599453,Winter,3862,0,0,3,4,3,3,2,2
3863,7000000,Boll Kino Beteiligungs GmbH & Co. KG,Germany,Uwe Boll,Action,10249719,House of the Dead,R,10,90,2,Jonathan Cherry,33277,Mark A. Altman,2003,0,Western Europe,1.791759469228055,1.6094379124341003,Fall,3863,-3,-3,2,3,5,4,1,1
3864,30000000,Warner Bros.,USA,Andrzej Bartkowiak,Action,34604054,Cradle 2 the Grave,R,2,101,5.8,Jet Li,36878,John O'Brien,2003,0,North America,1.791759469228055,5.68697535633982,Winter,3864,-2,-2,3,4,5,4,10,4
3865,30000000,Moviola Film och Television AB,Sweden,Mikael Håfström,Drama,15280,Evil,NOT RATED,9,113,7.8,Andreas Wilson,31763,Jan Guillou,2003,1,Northern Europe,1.791759469228055,0.6931471805599453,Fall,3865,-3,-3,1,2,5,4,1,1
3866,30000000,Eikon Film,Germany,Eric Till,Biography,5791328,Lutero,PG-13,9,123,6.6,Joseph Fiennes,13382,Camille Thomasson,2003,1,Western Europe,0.6931471805599453,0.6931471805599453,Fall,3866,0,0,1,2,1,1,2,2
3867,35000000,Revolution Studios,USA,Michael Tollin,Biography,52277485,Radio,PG,10,109,6.9,Cuba Gooding Jr.,33842,Mike Rich,2003,0,North America,1.0986122886681098,3.5263605246161616,Fall,3867,0,0,4,4,2,2,10,4
3868,30000000,Alcon Entertainment,USA,Troy Byer,Comedy,21897389,Love Don't Cost a Thing,PG-13,12,100,5.1,Nick Cannon,6039,Michael Swerdlick,2003,1,North America,0.6931471805599453,3.2188758248682006,Winter,3868,3,3,3,4,1,1,3,2
3869,41000000,Emperor Multimedia Group (EMG),Hong Kong,Gordon Chan,Action,22108977,The Medallion,PG-13,8,88,5.2,Jackie Chan,32750,Alfred Cheung,2003,0,East Asia,0.6931471805599453,0.6931471805599453,Summer,3869,0,0,1,2,1,1,20,5
3870,30000000,Columbia Pictures Corporation,USA,Dennis Dugan,Action,35764982,National Security,PG-13,1,88,5.6,Martin Lawrence,41326,Jay Scherick,2003,1,North America,2.70805020110221,5.117993812416755,Winter,3870,0,0,2,3,14,5,12,4
3871,56000000,Turner Pictures (I),USA,Ron Maxwell,Biography,12870569,Gods and Generals,PG-13,2,219,6.3,Stephen Lang,13829,Jeff Shaara,2003,0,North America,1.0986122886681098,1.791759469228055,Winter,3871,0,0,1,2,2,2,4,3
3872,30000000,Fox 2000 Pictures,USA,Linda Mendoza,Comedy,6126237,Chasing Papi,PG,4,80,4.8,Eduardo Verástegui,3577,Laura Angelica Simon,2003,1,North America,0.6931471805599453,4.07753744390572,Spring,3872,0,0,1,2,1,1,1,1
3873,6000000,Lions Gate Films,USA,Billy Ray,Drama,2220008,Shattered Glass,PG-13,11,94,7.2,Hayden Christensen,30173,Buzz Bissinger,2003,0,North America,1.3862943611198906,3.1354942159291497,Fall,3873,-2,-2,2,3,3,3,7,3
3874,20000000,Metro-Goldwyn-Mayer (MGM),USA,Chris Koch,Comedy,15408822,A Guy Thing,PG-13,1,101,5.6,Jason Lee,14915,Greg Glienna,2003,0,North America,1.0986122886681098,4.624972813284271,Winter,3874,0,0,3,4,2,2,4,3
3875,30000000,Merchant Ivory Productions,USA,James Ivory,Drama,9074550,The Divorce,PG-13,8,100,4.9,Kate Hudson,10084,Diane Johnson,2003,1,North America,2.302585092994046,1.9459101490553132,Summer,3875,0,0,1,2,9,5,8,3
3876,22000000,New Line Cinema,Canada,Glen Morgan,Drama,6886089,Willard,PG-13,3,100,6.2,Crispin Glover,15832,Glen Morgan,2003,0,North America,1.0986122886681098,5.153291594497779,Spring,3876,0,0,5,5,2,2,2,2
3877,30000000,IFC Productions,USA,Todd Graff,Comedy,1628154,Camp,PG-13,8,114,6.3,Don Dixon,5242,Todd Graff,2003,1,North America,1.0986122886681098,1.6094379124341003,Summer,3877,0,0,4,4,2,2,1,1
3878,30000000,"Australian Film Commission, The",Australia,Gregor Jordan,Action,74864,Ned Kelly,R,3,110,6.5,Heath Ledger,22829,Robert Drewe,2003,1,Oceania,1.3862943611198906,1.3862943611198906,Spring,3878,0,0,1,2,3,3,8,3
3879,12000000,19 Entertainment,USA,Robert Iscove,Comedy,4922166,From Justin to Kelly,PG,6,81,2.1,Kelly Clarkson,23990,Kim Fuller,2003,0,North America,1.3862943611198906,0.6931471805599453,Summer,3879,0,0,1,2,3,3,1,1
3880,5000000,World of Wonder,USA,Fenton Bailey,Biography,728253,Party Monster,R,10,98,6.3,Macaulay Culkin,13310,Fenton Bailey,2003,0,North America,0.6931471805599453,0.6931471805599453,Fall,3880,0,0,1,2,1,1,7,3
3881,18000000,DreamWorks,USA,Woody Allen,Comedy,3203044,Anything Else,R,9,108,6.4,Woody Allen,26603,Woody Allen,2003,0,North America,3.5263605246161616,4.343805421853684,Fall,3881,0,0,32,5,33,5,12,4
3882,52000000,Metro-Goldwyn-Mayer (MGM),USA,Paul Hunter,Action,23020488,Bulletproof Monk,PG-13,4,104,5.5,Yun-Fat Chow,43940,Ethan Reiff,2003,0,North America,0.6931471805599453,4.624972813284271,Spring,3882,0,0,2,3,1,1,5,3
3883,30000000,BBC Films,UK,Christine Jeffs,Biography,1302242,Sylvia,R,10,110,6.3,Gwyneth Paltrow,9321,John Brownlow,2003,1,Western Europe,1.0986122886681098,3.332204510175204,Fall,3883,0,0,1,2,2,2,8,3
3884,30000000,Baa-Ram-Ewe,Thailand,Prachya Pinkaew,Action,4560061,Ong-Bak: The Thai Warrior,R,2,105,7.2,Tony Jaa,63887,Panna Rittikrai,2003,1,Southeast Asia,1.0986122886681098,0.6931471805599453,Winter,3884,0,0,1,2,2,2,2,2
3885,30000000,Recorded Picture Company (RPC),UK,David Mackenzie,Crime,767240,Young Adam,NC-17,9,98,6.5,Ewan McGregor,12050,Alexander Trocchi,2003,1,Western Europe,1.9459101490553132,2.772588722239781,Fall,3885,0,0,1,2,6,4,17,5
3886,40000000,Franchise Pictures,USA,Andrew Fleming,Action,20440627,The In-Laws,PG-13,5,100,5.7,Albert Brooks,14598,Andrew Bergman,2003,0,North America,2.1972245773362196,2.4849066497880004,Spring,3886,0,0,3,4,8,4,6,3
3887,25000000,Klasky-Csupo,USA,John Eng,Animation,39399750,Rugrats Go Wild,PG,6,100,5.6,Jodi Carlisle,6205,Kate Boutilier,2003,0,North America,0.6931471805599453,0.6931471805599453,Summer,3887,0,0,1,2,1,1,1,1
3888,35200000,DreamWorks,USA,Chris Rock,Comedy,37788228,Head of State,PG-13,3,95,5.4,Chris Rock,15690,Chris Rock,2003,0,North America,1.3862943611198906,4.343805421853684,Spring,3888,0,0,4,4,3,3,8,3
3889,9500000,Les Armateurs,France,Sylvain Chomet,Animation,7002255,The Triplets of Belleville,PG-13,2,80,7.8,Michèle Caucheteux,44860,Sylvain Chomet,2003,0,Western Europe,0.6931471805599453,1.0986122886681098,Winter,3889,0,0,1,2,1,1,1,1
3890,17000000,Paramount Pictures,USA,Sam Weisman,Comedy,22734486,Dickie Roberts: Former Child Star,PG-13,9,98,5.6,David Spade,12287,Fred Wolf,2003,0,North America,1.9459101490553132,5.560681631015528,Fall,3890,0,0,4,4,6,4,5,3
3891,30000000,BiBi Film,Italy,Marco Tullio Giordana,Drama,254224,The Best of Youth,R,6,366,8.5,Luigi Lo Cascio,17585,Sandro Petraglia,2003,1,Western Europe,0.6931471805599453,0.6931471805599453,Summer,3891,3,3,1,2,1,1,1,1
3892,2500000,Jasmine Productions Inc.,USA,David Gordon Green,Drama,548712,All the Real Girls,R,8,108,6.9,Zooey Deschanel,9474,David Gordon Green,2003,0,North America,2.302585092994046,1.0986122886681098,Summer,3892,0,0,4,4,9,5,2,2
3893,40000000,Miramax,Germany,Danny DeVito,Comedy,9692135,Duplex,PG-13,9,89,5.9,Ben Stiller,48829,Larry Doyle,2003,0,Western Europe,1.9459101490553132,4.356708826689592,Fall,3893,0,0,3,4,6,4,27,5
3894,780000,Go Films,USA,Ryan Little,Action,1310470,Saints and Soldiers,PG-13,3,90,6.8,Corbin Allred,18516,Geoffrey Panos,2003,0,North America,1.0986122886681098,1.0986122886681098,Spring,3894,0,0,1,2,2,2,1,1
3895,30000000,Madhouse,Japan,Satoshi Kon,Animation,128985,Tokyo Godfathers,PG-13,11,100,7.9,Tôru Emori,22266,Satoshi Kon,2003,1,East Asia,1.6094379124341003,1.3862943611198906,Fall,3895,0,0,2,3,4,3,1,1
3896,10000000,Touchstone Pictures,UK,Nigel Cole,Comedy,31041759,Calendar Girls,PG-13,1,108,6.9,Helen Mirren,20538,Juliette Towhidi,2003,0,Western Europe,1.6094379124341003,4.882801922586371,Winter,3896,0,0,2,3,4,3,11,4
3897,8000000,British Broadcasting Corporation (BBC),UK,Tim Fywell,Drama,1174139,I Capture the Castle,R,8,113,7.1,Romola Garai,6060,Dodie Smith,2003,0,Western Europe,1.0986122886681098,2.9444389791664403,Summer,3897,0,0,3,4,2,2,1,1
3898,30000000,International West Pictures (IWP),Germany,David Mickey Evans,Comedy,26300,Barely Legal,R,5,100,4.8,Erik von Detten,5524,David H. Steinberg,2003,1,Western Europe,1.3862943611198906,0.6931471805599453,Spring,3898,1,1,2,3,3,3,1,1
3899,30000000,Walden Media,UK,Paul Feig,Drama,284002,I Am David,PG,12,90,7.3,Ben Tibber,6485,Anne Holm,2003,1,Western Europe,1.9459101490553132,1.6094379124341003,Winter,3899,0,0,1,2,6,4,1,1
3900,15000000,Lions Gate Films,USA,James Foley,Crime,12212417,Confidence,R,4,97,6.7,Edward Burns,31315,Doug Jung,2003,0,North America,2.3978952727983707,3.1354942159291497,Spring,3900,2,2,1,2,10,5,4,3
3901,3200000,ContentFilm,USA,Wayne Kramer,Crime,8243880,The Cooler,R,1,101,7,William H. Macy,29549,Frank Hannah,2003,0,North America,1.3862943611198906,0.6931471805599453,Winter,3901,0,0,1,2,3,3,4,3
3902,30000000,Castle Rock Entertainment,USA,Christopher Guest,Comedy,17508936,A Mighty Wind,PG-13,5,91,7.3,Christopher Guest,23253,Christopher Guest,2003,1,North America,1.791759469228055,4.143134726391533,Spring,3902,0,0,3,4,5,4,2,2
3903,30000000,DreamWorks,USA,Reggie Rock Bythewood,Action,21701045,Biker Boyz,PG-13,1,110,4.6,Laurence Fishburne,11532,Michael Gougis,2003,1,North America,0.6931471805599453,4.343805421853684,Winter,3903,0,0,1,2,1,1,8,3
3904,30000000,Dharma Productions,India,Nikkhil Advani,Comedy,1787378,Kal Ho Naa Ho,NOT RATED,11,186,8,Preity Zinta,51400,Niranjan Iyengar,2003,1,South Asia,0.6931471805599453,1.6094379124341003,Fall,3904,0,0,1,2,1,1,1,1
3905,30000000,Good Machine,USA,Shari Springer Berman,Biography,6003587,American Splendor,R,9,101,7.5,Paul Giamatti,43575,Harvey Pekar,2003,1,North America,1.3862943611198906,2.1972245773362196,Fall,3905,0,0,1,2,3,3,6,3
3906,30000000,Buena Vista International,USA,Fred Schepisi,Comedy,7375836,It Runs in the Family,PG-13,4,100,5.6,Kirk Douglas,4199,Jesse Wigutow,2003,1,North America,2.1972245773362196,0.6931471805599453,Spring,3906,0,0,1,2,8,4,1,1
3907,17000000,Touchstone Pictures,Ireland,Joel Schumacher,Biography,1571504,Veronica Guerin,R,10,98,6.9,Cate Blanchett,17055,Carol Doyle,2003,0,Western Europe,2.995732273553991,4.882801922586371,Fall,3907,0,0,1,2,19,5,12,4
3908,4000000,Mepris Films,USA,Neil LaBute,Comedy,732241,The Shape of Things,R,5,96,6.7,Paul Rudd,10052,Neil LaBute,2003,0,North America,2.1972245773362196,0.6931471805599453,Spring,3908,0,0,4,4,8,4,6,3
3909,30000000,MDP Worldwide,USA,Matthew Ryan Hoge,Drama,343816,The United States of Leland,R,3,108,7.1,Ryan Gosling,20860,Matthew Ryan Hoge,2003,1,North America,0.6931471805599453,1.791759469228055,Spring,3909,1,1,1,2,1,1,11,4
3910,300000,United Artists,USA,Peter Hedges,Comedy,2528664,Pieces of April,PG-13,11,80,7.1,Katie Holmes,18540,Peter Hedges,2003,0,North America,1.3862943611198906,3.332204510175204,Fall,3910,0,0,3,4,3,3,5,3
3911,850000,Funny Boy Films,USA,C. Jay Cox,Comedy,819939,Latter Days,R,7,107,7.1,Wes Ramsey,15271,C. Jay Cox,2003,0,North America,0.6931471805599453,0.6931471805599453,Summer,3911,0,0,1,2,1,1,1,1
3912,30000000,M&M; Productions,Denmark,Anders Thomas Jensen,Comedy,2483,The Green Butchers,R,3,100,7.3,Nikolaj Lie Kaas,16028,Anders Thomas Jensen,2003,1,Northern Europe,1.0986122886681098,1.0986122886681098,Spring,3912,0,0,6,5,2,2,2,2
3913,14000000,Dimension Films,USA,David Zucker,Comedy,15550605,My Boss's Daughter,PG-13,8,86,4.7,Ashton Kutcher,25363,David Dorfman,2003,0,North America,1.9459101490553132,4.060443010546419,Summer,3913,0,0,2,3,6,4,9,4
3914,16000000,Focus Features,USA,Clare Kilner,Comedy,14108518,How to Deal,PG-13,7,100,5.6,Mandy Moore,8473,Sarah Dessen,2003,0,North America,1.0986122886681098,3.6635616461296463,Summer,3914,0,0,1,2,2,2,5,3
3915,30000000,EuropaCorp,France,Gérard Krawczyk,Action,497208,Taxi 3,NOT RATED,1,84,5.8,Samy Naceri,33795,Luc Besson,2003,1,Western Europe,1.3862943611198906,3.367295829986474,Winter,3915,0,0,25,5,3,3,3,2
3916,30000000,BR Petrobrás,Brazil,Hector Babenco,Drama,213954,Carandiru,R,3,145,7.6,Enrique Diaz,15107,Hector Babenco,2003,1,South America,1.3862943611198906,0.6931471805599453,Spring,3916,0,0,1,2,3,3,1,1
3917,20000000,Disney Television Animation,USA,Steve Trenbirth,Animation,47887943,The Jungle Book 2,G,2,72,5.4,John Goodman,12558,Karl Geurs,2003,0,North America,0.6931471805599453,1.791759469228055,Winter,3917,0,0,1,2,1,1,9,4
3918,30000000,Korea Pictures,South Korea,Ki-duk Kim,Drama,2380788,"Spring, Summer, Fall, Winter... and Spring",R,5,103,8.1,Ki-duk Kim,66713,Ki-duk Kim,2003,1,East Asia,1.3862943611198906,0.6931471805599453,Spring,3918,0,0,3,4,3,3,1,1
3919,8000000,Icon Productions,USA,Keith Gordon,Comedy,336456,The Singing Detective,R,11,109,5.6,Robert Downey Jr.,7414,Dennis Potter,2003,0,North America,1.791759469228055,1.3862943611198906,Fall,3919,0,0,2,3,5,4,17,5
3920,30000000,National Lampoon Productions,USA,David Hillenbrand,Comedy,56127,Dorm Daze,R,8,96,4.6,Tatyana Ali,7089,Patrick Casey,2003,1,North America,0.6931471805599453,0.6931471805599453,Summer,3920,0,0,1,2,1,1,1,1
3921,17000000,Metro-Goldwyn-Mayer (MGM),USA,John Hoffman,Comedy,37566230,Good Boy!,PG,10,100,5.1,Liam Aiken,3591,Zeke Richardson,2003,0,North America,0.6931471805599453,4.624972813284271,Fall,3921,3,3.5,1,2,1,1,1,1
3922,30000000,BBC Films,UK,Roger Michell,Drama,1062253,The Mother,R,6,112,6.9,Daniel Craig,3593,Hanif Kureishi,2003,1,Western Europe,1.9459101490553132,3.332204510175204,Summer,3922,0,0,4,4,6,4,10,4
3923,30000000,Café Film,Hungary,Nimród Antal,Comedy,237183,Kontroll,R,11,107,7.7,Sándor Csányi,21046,Jim Adler,2003,1,Eastern Europe,1.6094379124341003,0.6931471805599453,Fall,3923,0,0,1,2,4,3,1,1
3924,30000000,3B Productions,France,Bruno Dumont,Drama,54523,29 palmas - Pasiones salvajes,UNRATED,9,114,5.2,Yekaterina Golubeva,3679,Bruno Dumont,2003,1,Western Europe,1.0986122886681098,1.0986122886681098,Fall,3924,0,0,2,3,2,2,2,2
3925,15000000,Paramount Pictures,USA,Jonathan Lynn,Comedy,30238577,The Fighting Temptations,PG-13,9,123,5.5,Cuba Gooding Jr.,6052,Elizabeth Hunter,2003,0,North America,2.302585092994046,5.560681631015528,Fall,3925,0,0,3,4,9,5,10,4
3926,30000000,Arte France Cinéma,France,Michael Haneke,Drama,61439,Time of the Wolf,R,10,114,6.6,Isabelle Huppert,8044,Michael Haneke,2003,1,Western Europe,2.0794415416798357,1.9459101490553132,Fall,3926,0,0,7,5,7,4,7,3
3927,30000000,"Deseo, El",Spain,Isabel Coixet,Drama,395592,La vida sin mi,R,3,106,7.6,Sarah Polley,22023,Isabel Coixet,2003,1,Western Europe,1.0986122886681098,2.1972245773362196,Spring,3927,0,0,1,2,2,2,3,2
3928,30000000,Spierigfilm,Australia,Michael Spierig,Action,41196,Undead,R,9,100,5.5,Felicity Mason,11798,Michael Spierig,2003,1,Oceania,1.3862943611198906,0.6931471805599453,Fall,3928,0,0,3,4,3,3,1,1
3929,5000000,Brown Sauce Film Productions,Ireland,John Crowley,Comedy,896993,Intermission,R,4,105,6.9,Cillian Murphy,14096,Mark O'Rowe,2003,0,Western Europe,1.3862943611198906,0.6931471805599453,Spring,3929,0,0,2,3,3,3,5,3
3930,7500000,British Broadcasting Corporation (BBC),UK,Michael Winterbottom,Drama,197148,Code 46,R,9,93,6.2,Tim Robbins,18738,Frank Cottrell Boyce,2003,0,Western Europe,2.3978952727983707,2.9444389791664403,Fall,3930,0,0,4,4,10,5,10,4
3931,30000000,"Film Consortium, The",UK,Stephen Fry,Comedy,931755,Bright Young Things,R,10,102,6.6,Stephen Campbell Moore,4557,Stephen Fry,2003,1,Western Europe,0.6931471805599453,0.6931471805599453,Fall,3931,1,1,1,2,1,1,1,1
3932,30000000,Pyramide Productions,Canada,Denys Arcand,Comedy,3432342,The Barbarian Invasions,R,3,99,7.7,Rémy Girard,25849,Denys Arcand,2003,1,North America,1.6094379124341003,0.6931471805599453,Spring,3932,0,0,3,4,4,3,1,1
3933,30000000,"Klockworx, The",Japan,Takashi Miike,Crime,54419,Gozu,R,7,130,7.1,Yûta Sone,9463,Sakichi Satô,2003,1,East Asia,1.6094379124341003,0.6931471805599453,Summer,3933,0,0,1,2,4,3,1,1
3934,6800000,Cobalt Media Group,USA,Damian Nieman,Crime,33225,Shade,R,5,101,6.4,Joe Nicolo,11130,Damian Nieman,2003,0,North America,0.6931471805599453,0.6931471805599453,Spring,3934,0,0,1,2,1,1,1,1
3935,30000000,Gospel of John Ltd.,Canada,Philip Saville,Biography,4068087,The Visual Bible: The Gospel of John,PG-13,11,180,7.7,Henry Ian Cusick,2335,John Goldsmith,2003,1,North America,0.6931471805599453,0.6931471805599453,Fall,3935,0,0,1,2,1,1,1,1
3936,30000000,Asahi National Broadcasting Company,Japan,Takeshi Kitano,Action,853718,The Blind Swordsman: Zatoichi,R,9,116,7.6,Takeshi Kitano,42734,Takeshi Kitano,2003,1,East Asia,1.9459101490553132,0.6931471805599453,Fall,3936,-1,-1,5,5,6,4,6,3
3937,15000000,Sony Pictures Classics,Germany,Robert Altman,Drama,2281585,The Company,PG-13,5,112,6.4,Neve Campbell,5757,Neve Campbell,2003,0,Western Europe,2.5649493574615367,2.1972245773362196,Spring,3937,0,0,1,2,12,5,5,3
3938,30000000,Disneytoon Studios,USA,Francis Glebas,Animation,23103423,Piglet's Big Movie,G,3,75,6,John Fiedler,5240,Brian Hohlfeld,2003,1,North America,0.6931471805599453,0.6931471805599453,Spring,3938,1,1,2,3,1,1,1,1
3939,30000000,Film Kraft,India,Rakesh Roshan,Drama,681000,Koi... Mil Gaya,Not specified,8,171,7.1,Rekha,16125,Rakesh Roshan,2003,1,South Asia,1.0986122886681098,1.0986122886681098,Summer,3939,0,0,2,3,2,2,1,1
3940,30000000,Bestboy Pictures,USA,Andrew Black,Comedy,377271,Pride and Prejudice,PG,12,100,5.3,Kam Heskin,2156,Jane Austen,2003,1,North America,0.6931471805599453,0.6931471805599453,Winter,3940,0,0,8,5,1,1,1,1
3941,30000000,Epsilon Motion Pictures,USA,Rob Reiner,Comedy,14208384,Alex & Emma,PG-13,6,100,5.6,Luke Wilson,11953,Jeremy Leven,2003,0,North America,2.772588722239781,1.0986122886681098,Summer,3941,0,0,3,4,15,5,5,3
3942,5740000,Australian Film Finance Corporation (AFFC),Australia,Sue Brooks,Drama,647054,Japanese Story,R,9,105,6.7,Toni Collette,5814,Alison Tilson,2003,0,Oceania,0.6931471805599453,2.1972245773362196,Fall,3942,0,0,1,2,1,1,5,3
3943,15000000,ApolloProMedia GmbH & Co. 1. Filmproduktion KG (I),Canada,Bronwen Hughes,Action,19067,Stander,R,10,116,7.2,Thomas Jane,7443,Bima Stagg,2003,0,North America,1.3862943611198906,0.6931471805599453,Fall,3943,0,0,1,2,3,3,8,3
3944,10000000,Alliance Atlantis Communications,Canada,Richard Kwietniowski,Crime,1011054,Owning Mahowny,R,9,104,7.1,Philip Seymour Hoffman,11120,Gary Stephen Ross,2003,0,North America,0.6931471805599453,2.302585092994046,Fall,3944,0,0,1,2,1,1,10,4
3945,30000000,Colorado Film Production,Italy,Gabriele Salvatores,Crime,1615118,I'm Not Scared,R,5,108,7.5,Aitana Sánchez-Gijón,12805,Niccolò Ammaniti,2003,1,Western Europe,1.0986122886681098,0.6931471805599453,Spring,3945,-2,-2,1,2,2,2,1,1
3946,30000000,Curb Entertainment,USA,Jane Weinstock,Comedy,14811,Easy,R,2,100,5.9,Marguerite Moreau,1509,Jane Weinstock,2003,1,North America,0.6931471805599453,0.6931471805599453,Winter,3946,1,1,1,2,1,1,1,1
3947,30000000,Mosaic Film Group,UK,Mike Hodges,Crime,358804,I'll Sleep When I'm Dead,R,4,102,5.9,Clive Owen,7764,Trevor Preston,2003,1,Western Europe,1.3862943611198906,0.6931471805599453,Spring,3947,-3,-3,1,2,3,3,12,4
3948,20000,Professor Bright Films,USA,Ben Coccio,Drama,7221,Zero Day,UNRATED,1,92,7.3,Cal Robertson,3594,Ben Coccio,2003,0,North America,0.6931471805599453,0.6931471805599453,Winter,3948,0,0,1,2,1,1,1,1
3949,30000000,Baltimore Spring Creek Productions,USA,Gary Hardwick,Comedy,17334912,Deliver Us from Eva,R,2,105,6.1,Gabrielle Union,4889,James Iver Mattson,2003,1,North America,1.0986122886681098,0.6931471805599453,Winter,3949,0,0,1,2,2,2,2,2
3950,30000000,France 2 Cinéma,France,Anne Fontaine,Drama,20838,Nathalie...,B15,1,100,6.3,Fanny Ardant,4052,Philippe Blasband,2003,1,Western Europe,1.3862943611198906,0.6931471805599453,Winter,3950,0,0,1,2,3,3,3,2
3951,30000000,CoBo Fonds,Italy,Thomas Vinterberg,Drama,6140,It's All About Love,R,1,100,5.5,Joaquin Phoenix,7357,Mogens Rukov,2003,1,Western Europe,1.6094379124341003,0.6931471805599453,Winter,3951,3,3,1,2,4,3,13,4
3952,30000000,Alquimia Cinema,UK,Matthew Parkhill,Drama,306224,Dot the I,R,1,100,6.8,Gael García Bernal,7701,Matthew Parkhill,2003,1,Western Europe,0.6931471805599453,0.6931471805599453,Winter,3952,0,0,1,2,1,1,9,4
3953,30000000,American Entertainment Investors,UK,Larry Charles,Comedy,533344,Masked and Anonymous,PG-13,8,112,5.5,Bob Dylan,4094,Bob Dylan,2003,1,Western Europe,1.6094379124341003,1.0986122886681098,Summer,3953,0,0,1,2,4,3,1,1
3954,30000000,FIT Productions,France,André Téchiné,Drama,482357,Strayed,UNRATED,8,95,6.6,Emmanuelle Béart,2816,Gilles Perrault,2003,1,Western Europe,1.3862943611198906,1.0986122886681098,Summer,3954,0,0,1,2,3,3,1,1
3955,30000000,Bad Aaas Cinema,USA,Mario Van Peebles,Biography,365727,Baadasssss!,R,3,108,7.4,Mario Van Peebles,4384,Melvin Van Peebles,2003,1,North America,1.6094379124341003,0.6931471805599453,Spring,3955,0,0.5,2,3,4,3,3,2
3956,30000000,Dreamz Unlimited,India,Aziz Mirza,Drama,836225,Chalte Chalte,Not specified,6,167,6.6,Shah Rukh Khan,12435,Aziz Mirza,2003,1,South Asia,0.6931471805599453,0.6931471805599453,Summer,3956,0,0,1,2,1,1,9,4
3957,30000000,Director's Cut,Denmark,Christoffer Boe,Drama,72762,Reconstruction,PG-13,9,91,7.4,Nikolaj Lie Kaas,6465,Christoffer Boe,2003,1,Northern Europe,0.6931471805599453,0.6931471805599453,Fall,3957,0,0,1,2,1,1,2,2
3958,30000000,Homegreen Films,Taiwan,Ming-liang Tsai,Drama,34720,"Goodbye, Dragon Inn",Not specified,12,82,7.1,Kang-sheng Lee,3091,Sung Hsi,2003,1,East Asia,1.0986122886681098,0.6931471805599453,Winter,3958,0,0,1,2,2,2,1,1
3959,1000000,LivePlanet,USA,Efram Potelle,Drama,279282,The Battle of Shaker Heights,PG-13,8,100,6.1,Shia LaBeouf,3926,Erica Beeney,2003,0,North America,0.6931471805599453,1.3862943611198906,Summer,3959,-1,-1,1,2,1,1,12,4
3960,30000000,MMG Film & TV Production,Belgium,Erik Van Looy,Action,332015,The Memory of a Killer,R,9,123,7.4,Koen De Bouw,8593,Jef Geeraerts,2003,1,Western Europe,1.0986122886681098,0.6931471805599453,Fall,3960,0,0,1,2,2,2,1,1
